Year,LocationName,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2018,02171,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,81.2,79.7,82.5,17711,POINT (-71.02878899 42.28112245),02171,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02170,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,9.6,8.7,10.7,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,ACCESS2,CrdPrv,Health Insurance
2018,02170,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,33.3,30.3,36.4,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02170,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,30.9,29.5,32.4,19505,POINT (-71.01605797 42.26647907),02170,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02170,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.9,8.6,9.2,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02170,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,77.4,76.9,77.8,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2018,02170,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.7,79.0,82.1,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02170,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,2.7,2.5,2.8,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02170,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.2,20.7,21.6,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02170,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,14.8,13.6,16.1,19505,POINT (-71.01605797 42.26647907),02170,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02170,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,72.9,72.4,73.5,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02170,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,14.5,13.5,15.5,19505,POINT (-71.01605797 42.26647907),02170,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02170,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.1,4.9,5.4,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02170,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,5.5,5.0,5.9,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,COPD,CrdPrv,COPD
2019,02170,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,6.2,6.1,6.3,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2018,02170,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,36.9,36.2,37.5,19505,POINT (-71.01605797 42.26647907),02170,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02170,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,19.9,19.6,20.2,19505,POINT (-71.01605797 42.26647907),02170,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02170,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,10.2,9.7,10.8,19505,POINT (-71.01605797 42.26647907),02170,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2018,02170,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,71.2,69.4,72.9,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02170,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,26.0,25.6,26.5,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02170,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.3,29.9,30.7,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2018,02170,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,82.3,81.1,83.7,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02170,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,9.1,8.9,9.4,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02170,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,66.4,64.5,68.1,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02170,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,20.2,19.8,20.7,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02170,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.4,2.3,2.5,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2018,02170,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,26.3,23.9,28.8,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02170,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,17.8,17.3,18.3,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02170,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,89.0,88.2,89.7,19505,POINT (-71.01605797 42.26647907),02170,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2018,02170,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,11.4,8.8,14.4,19505,POINT (-71.01605797 42.26647907),02170,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02170,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.1,12.4,13.7,19505,POINT (-71.01605797 42.26647907),02170,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02163,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,5.6,5.0,6.1,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02163,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,20.5,17.5,23.1,2582,POINT (-71.12091089 42.36632855),02163,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02163,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,1.1,1.0,1.2,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02163,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,9.7,9.1,10.3,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02163,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,70.2,68.7,71.7,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2018,02163,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,13.2,5.0,23.2,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2018,02163,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,19.2,12.6,27.7,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02163,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,10.8,8.8,12.6,2582,POINT (-71.12091089 42.36632855),02163,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02163,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,24.1,22.4,25.8,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02163,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,14.1,10.8,17.1,2582,POINT (-71.12091089 42.36632855),02163,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02163,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,11.3,9.3,13.5,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,ACCESS2,CrdPrv,Health Insurance
2018,02163,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,67.0,63.2,70.7,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2018,02163,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,64.0,59.1,69.5,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,DENTAL,CrdPrv,Dental Visit
2018,02163,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,84.4,80.3,87.9,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02163,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,0.9,0.8,1.1,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02163,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,9.1,8.3,9.8,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02163,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,24.2,20.8,27.6,2582,POINT (-71.12091089 42.36632855),02163,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02163,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,7.1,6.0,8.2,2582,POINT (-71.12091089 42.36632855),02163,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2018,02163,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,38.3,35.5,40.9,2582,POINT (-71.12091089 42.36632855),02163,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02163,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,2.1,1.7,2.6,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,COPD,CrdPrv,COPD
2018,02163,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,74.0,69.2,78.1,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02163,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,22.2,20.3,24.0,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02163,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,0.9,0.8,1.0,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02163,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,27.9,26.3,29.3,2582,POINT (-71.12091089 42.36632855),02163,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02163,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,16.9,15.3,18.4,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02163,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.3,10.5,12.2,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2018,02163,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,33.1,22.2,46.3,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02163,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,74.3,71.2,77.4,2582,POINT (-71.12091089 42.36632855),02163,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02163,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,1.6,1.4,1.8,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02163,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,0.6,0.5,0.7,2582,POINT (-71.12091089 42.36632855),02163,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02152,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,79.8,79.4,80.2,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02152,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,15.0,13.8,16.1,17497,POINT (-70.98673153 42.37701998),02152,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02152,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,11.6,10.9,12.3,17497,POINT (-70.98673153 42.37701998),02152,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2018,02152,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,86.4,85.3,87.2,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2018,02152,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,70.4,68.7,72.3,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02152,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,13.9,12.6,15.1,17497,POINT (-70.98673153 42.37701998),02152,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02152,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,26.8,26.1,27.5,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02152,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,30.1,29.7,30.6,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02152,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,22.6,21.9,23.2,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02152,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.0,2.8,3.1,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02152,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,91.4,90.9,92.0,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02152,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,7.9,7.2,8.7,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,ACCESS2,CrdPrv,Health Insurance
2018,02152,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,71.9,70.0,73.7,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02152,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,74.8,74.2,75.4,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,BPMED,CrdPrv,Taking BP Medication
2018,02152,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,27.8,25.1,30.6,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02152,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,12.9,10.1,15.9,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02152,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.6,2.5,2.7,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02152,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.5,12.7,14.1,17497,POINT (-70.98673153 42.37701998),02152,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02152,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,20.6,20.0,21.2,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02152,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,7.9,7.7,8.1,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02152,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,25.3,24.6,25.9,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2018,02152,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,38.3,35.2,41.8,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02152,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,21.4,21.0,21.7,17497,POINT (-70.98673153 42.37701998),02152,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02152,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.9,5.5,6.2,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2018,02152,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.5,78.7,82.0,17497,POINT (-70.98673153 42.37701998),02152,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02152,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,24.7,23.4,26.1,17497,POINT (-70.98673153 42.37701998),02152,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02152,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,8.1,7.7,8.5,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02152,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.5,6.5,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,COPD,CrdPrv,COPD
2018,02152,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,34.6,33.8,35.4,17497,POINT (-70.98673153 42.37701998),02152,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02152,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,10.3,10.0,10.6,17497,POINT (-70.98673153 42.37701998),02152,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
