"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"370210034","BDED","Active","R4","35.6062","-82.5844","640.2","-5.0","US","NC","01/21/21","00:00","North Carolina DEQ - Division of Air Quality","Buncombe County|Haywood County","","","16.0","","0","0","1","0","","","5.0","UG/M3","","","","","","","",""
"210190017","FIVCO","Active","R4","38.4592","-82.6339","0.0","-5.0","US","KY","01/21/21","00:00","Kentucky DEP","Ashland","","","33.0","","1","0","1","0","","","8.1","UG/M3","","","","","","","",""
"800020003","La Mesa","Active","MX","32.4983","-116.9767","0.0","-8.0","MX","MX","01/21/21","00:00","Baja California","","","","","","1","0","0","1","","","","","","","","","","","",""
"MMNV21000","MMNV21000","Inactive","R9","39.889437","-119.964373","0.0","-8.0","US","MM","01/21/21","00:00","Washoe County Health District Air Quality Management Division","","","","","","0","0","1","0","","","","","","","","","","","",""
"160550006","Coeur d' Alene PM2.5","Inactive","R10","47.682201","-116.765297","0.0","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Coeur d'Alene","","","","","0","0","1","0","","","","","","","","","","","",""
"080690011","Fort Collins - West - Laporte Ave. & Overland Tr.","Active","R8","40.59254","-105.1411","1575.6","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Fort Collins","32.0","","","","1","0","0","0","","","","","","","32.0","PPB","","","",""
"350010019","Uptown Zuni Park","Inactive","R6","35.107201","-106.562798","1621.1","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","Albuquerque","","","","","0","0","1","0","","","","","","","","","","","",""
"022210170","JPN Site 022210170","Active","","35.179093","138.596633","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.3","PPM","","","","","","","","","",""
"033423510","JPN Site 033423510","Active","","34.604349","133.818445","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"080690012","Ft. Collins - Rist Canyon","Inactive","R8","40.642029","-105.275032","2059.1","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Fort Collins","","","","","1","0","0","0","","","","","","","","","","","",""
"012329010","JPN Site 012329010","Active","","35.846829","140.246188","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"009204020","JPN Site 009204020","Active","","36.33482","139.578721","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"014113510","JPN Site 014113510","Active","","35.543237","139.51154","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"080930002","Fairplay","Inactive","R8","39.2403","-105.9831","0.0","-7.0","US","CO","01/21/21","00:00","Bureau of Land Management - Colorado","","","","","","1","1","1","1","","","","","","","","","","","",""
"004501010","JPN Site 004501010","Active","","38.5535","141.172097","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.2","PPM","","","0.0","PPB","","","","","",""
"080013001","Welby - 78th Ave. & Steele St.","Active","R8","39.8392","-104.9489","1571.1","-7.0","US","CO","01/21/21","00:00","Colorado Department of Public Health and Environment","Denver-Boulder","31.0","30.0","","8.0","1","1","0","1","0.2","PPM","","","0.0","PPB","34.0","PPB","8.0","PPB","27.2","UG/M3"
"033201040","JPN Site 033201040","Active","","34.603519","133.973155","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"021206010","JPN Site 021206010","Active","","35.488486","137.500321","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"160550003","Lancaster","Inactive","R10","47.7889","-116.8044","707.6","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Coeur d'Alene","","","","","0","0","1","0","","","","","","","","","","","",""
"012203110","JPN Site 012203110","Active","","35.729058","139.924275","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"160550004","LMP Met","Inactive","R10","47.555253","-116.817331","0.0","-8.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"042204060","JPN Site 042204060","Active","","32.845582","130.01412","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"060271028","Fort Independence Met1-CA","Active","R8","36.8028","-118.1167","1158.7","-8.0","US","CA","01/21/21","00:00","Quality Review and Exchange System for Tribes (QREST)","","","","","","0","1","0","0","","","","","","","","","","","",""
"090011123","Danbury","Active","R1","41.4014","-73.4447","115.9","-5.0","US","CT","01/21/21","00:00","Connecticut Dept. of Energy and Environmental Protection","Danbury","","5.0","10.0","","0","1","1","0","","","2.2","UG/M3","","","","","","","4.4","UG/M3"
"800020012","Universidad Autonoma de Baja California","Active","MX","32.6292","-115.4469","0.0","-8.0","MX","MX","01/21/21","00:00","Baja California","Mexicali","","","17.0","","1","0","1","1","","","4.0","UG/M3","","","","","","","",""
"800020014","SPABC14 COBACH","Active","MX","32.6336","-115.5042","0.0","-8.0","MX","MX","01/21/21","00:00","Baja California","Mexicali","12.0","","","0.0","1","0","1","1","0.4","PPM","","","","","11.0","PPB","0.0","PPB","",""
"170650002","KNIGHT_P","Active","R5","38.088902","-88.625","148.8","-6.0","US","IL","01/21/21","00:00","Illinois EPA","","","","11.0","","1","0","1","0","","","3.2","UG/M3","","","","","","","",""
"027201100","JPN Site 027201100","Active","","34.526332","135.528862","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"022210160","JPN Site 022210160","Active","","35.150211","138.76412","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"840460130004","Aberdeen","Active","R8","45.468596","-98.494061","395.3","-6.0","US","SD","01/21/21","00:00","South Dakota Department of Environment and Natural Resources","Aberdeen","","18.0","10.0","","0","1","1","0","","","4.2","UG/M3","","","","","","","14.5","UG/M3"
"014113520","JPN Site 014113520","Active","","35.53935","139.564869","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"350010027","Taylor Ranch","Inactive","R6","35.1539","-106.695602","1555.5","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","","","","","","1","0","1","0","","","","","","","","","","","",""
"350010029","South Valley","Active","R6","35.0186","-106.651901","1508.8","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","Albuquerque","18.0","28.0","45.0","16.0","1","1","1","1","0.3","PPM","11.9","UG/M3","","","16.0","PPB","17.0","PPB","36.3","UG/M3"
"240251001","Edgewood","Active","R3","39.41","-76.2967","8.5","-5.0","US","MD","01/21/21","00:00","Maryland Department of the Environment","Metropolitan Baltimore","","","22.0","","1","0","1","0","","","4.0","UG/M3","","","","","","","",""
"350010024","SOUTHEAST HEIGHTS","Inactive","R6","35.064999","-106.578903","1617.1","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","","","","","","1","0","0","0","","","","","","","","","","","",""
"350010023","Del Norte","Active","R6","35.1353","-106.584702","1590.0","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","Albuquerque","21.0","20.0","35.0","19.0","1","1","1","1","0.35","PPM","9.2","UG/M3","1.0","PPB","15.0","PPB","20.0","PPB","23.6","UG/M3"
"350010026","Jefferson","Active","R6","35.1441","-106.6044","1558.6","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","","","27.0","46.0","","0","1","1","0","","","12.9","UG/M3","","","","","","","34.0","UG/M3"
"340230011","Rutgers University","Active","R2","40.462181","-74.429436","18.9","-5.0","US","NJ","01/21/21","00:00","New Jersey Dept. of Environmental Protection","New Brunswick|Plainfield|Rutgers University|Perth Amboy|New Jersey","22.0","","36.0","8.0","1","0","1","1","","","8.1","UG/M3","","","24.0","PPB","8.0","PPB","",""
"840060150007","Crescent City","Active","R9","41.75613","-124.20347","0.0","-8.0","US","CA","01/21/21","00:00","North Coast Unified Air Quality Management District","Crescent City","","","23.0","","0","0","1","0","","","5.0","UG/M3","","","","","","","",""
"471631007","Kingsport","Active","R4","36.5408","-82.5217","0.0","-5.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","Tri-Cities","","","15.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"080771001","Colorado NM","Inactive","USEPA","39.106701","-108.741096","1740.9","-7.0","US","CO","01/21/21","00:00","National Park Service","","","","","","1","0","0","0","","","","","","","","","","","",""
"004201060","JPN Site 004201060","Active","","38.296021","140.839359","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"017344520","JPN Site 017344520","Active","","36.549468","136.597847","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.8","PPM","","","","","","","","","",""
"484390075","Eagle Mountain Lake C75","Active","R6","32.9881","-97.4764","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Dallas-Fort Worth","16.0","","","","1","0","0","1","","","","","","","13.0","PPB","","","",""
"060271018","Lone Pine Paiute/Shoshone Tribe-CA","Active","R8","36.5975","-118.04","1288.9","-8.0","US","CA","01/21/21","00:00","Quality Review and Exchange System for Tribes (QREST)","Lone Pine Paiute-Shoshone Reservation","","","","","0","1","1","0","","","","","","","","","","","",""
"022202530","JPN Site 022202530","Active","","34.706629","137.748114","0.0","9.0","","AK","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.3","PPM","","","","","","","","","",""
"000050103","Saint-Jean-Baptiste","Inactive","CA","45.6481","-73.4997","14.0","-5.0","CA","CC","01/21/21","00:00","Meteorological Service of Canada","","","","","","1","0","0","0","","","","","","","","","","","",""
"390950024","Erie","Active","R5","41.644067","-83.54625","298.9","-5.0","US","OH","01/21/21","00:00","Ohio EPA-DAPC","Toledo","","","15.0","","0","0","1","0","","","4.2","UG/M3","","","","","","","",""
"000050109","Duncan","Inactive","CA","45.5025","-73.6661","46.4","-5.0","CA","CC","01/21/21","00:00","Meteorological Service of Canada","","","","","","1","0","0","0","","","","","","","","","","","",""
"390950027","Waterville","Inactive","R5","41.494174","-83.718944","298.9","-5.0","US","OH","01/21/21","00:00","Ohio EPA-DAPC","Toledo","","","","","1","0","0","0","","","","","","","","","","","",""
"060271001","Coso Junction","Active","R9","36.0494","-117.9439","0.0","-8.0","US","CA","01/21/21","00:00","Great Basin Unified Air Pollution Control District","Coso Junction","","13.0","","","0","1","0","0","","","","","","","","","","","18.3","UG/M3"
"MMMT10005","Lincoln","Inactive","R8","46.955999","-112.655398","0.0","-7.0","US","MM","01/21/21","00:00","Montana DEQ","","","","","","0","0","1","0","","","","","","","","","","","",""
"320030044","Mountains Edge","Active","R9","36.0075","-115.263056","0.0","-8.0","US","NV","01/21/21","00:00","Clark County Department of Environment and Sustainability ","","27.0","21.0","17.0","","1","1","1","0","","","3.9","UG/M3","","","33.0","PPB","","","20.6","UG/M3"
"MMMT10004","White Sulphur Springs","Inactive","R8","46.502902","-110.906273","0.0","-7.0","US","MM","01/21/21","00:00","Montana DEQ","","","","","","0","0","1","0","","","","","","","","","","","",""
"MMMT10003","Clearwater","Inactive","R8","46.998809","-113.384844","0.0","-7.0","US","MM","01/21/21","00:00","Montana DEQ","","","","","","0","0","1","0","","","","","","","","","","","",""
"MMMT10002","Rainy Lake","Inactive","R8","47.347397","-113.589791","0.0","-7.0","US","MM","01/21/21","00:00","Montana DEQ","","","","","","0","0","1","0","","","","","","","","","","","",""
"MMMT10001","Dillon","Active","R8","45.206448","-112.642518","0.0","-7.0","US","MM","01/21/21","00:00","Montana DEQ","","","","13.0","","0","0","1","0","","","6.0","UG/M3","","","","","","","",""
"481231602","Cuero C1602","Inactive","R6","29.134779","-97.276575","73.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","1","0","0","0","","","","","","","","","","","",""
"320030043","Paul Meyer","Active","R9","36.106389","-115.253333","736.6","-8.0","US","NV","01/21/21","00:00","Clark County Department of Environment and Sustainability ","Las Vegas","27.0","28.0","19.0","","1","1","1","0","","","4.6","UG/M3","","","31.0","PPB","","","28.8","UG/M3"
"840250170010","ChelmsfordNR","Active","R1","42.612113","-71.307519","0.0","-5.0","US","MA","01/21/21","00:00","Massachusetts Dept. of Environmental Protection","Chelmsford","29.0","","10.0","3.0","1","0","1","1","","","2.0","UG/M3","","","32.0","PPB","3.0","PPB","",""
"484850315","Wichita Falls C315","Inactive","R6","33.863022","-98.571788","311.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"022214510","JPN Site 022214510","Active","","34.880509","138.264174","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"420279991","Penn State","Active","R3","40.7208","-77.9319","378.2","-5.0","US","PA","01/21/21","00:00","EPA Office of Atmospheric Programs","State College","","","","","1","0","0","0","","","","","","","","","","","",""
"038201080","JPN Site 038201080","Active","","33.844967","132.72496","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"026303510","JPN Site 026303510","Active","","34.891851","135.683555","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"350010032","WESTSIDE - 9 Mile","Inactive","R6","35.064098","-106.761292","1637.2","-7.0","US","NM","01/21/21","00:00","Albuquerque Environmental Health Department","","","","","","0","1","0","0","","","","","","","","","","","",""
"004201070","JPN Site 004201070","Active","","38.267694","140.97296","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
